date,infected,all_infected,newly_infected,recovered,detected,all_detected,ratio_detected,hospitalized,icu,dead,r,percent_new_infected
2020-03-03,337.0,338.0,126.0,1.0,32.015,32.11,0.095,7.7509999999999994,1.5502,4.506666666666667,0.0,0.37168141592920356
2020-03-04,528.0,530.0,192.0,2.0,50.160000000000004,50.35,0.095,12.144,2.4288000000000003,7.066666666666666,0.0,0.3615819209039548
2020-03-05,769.0,771.0,241.0,2.0,73.055,73.245,0.095,17.687,3.5374000000000003,10.28,0.0,0.3121761658031088
2020-03-06,1182.0,1184.0,413.0,2.0,112.29,112.48,0.095,27.186,5.437200000000001,15.786666666666667,0.0,0.34852320675105486
2020-03-07,1828.0,1834.0,650.0,6.0,173.66,174.23,0.095,42.044,8.4088,24.453333333333333,0.0,0.3542234332425068
2020-03-08,2695.0,2705.0,871.0,10.0,256.025,256.975,0.095,61.985,12.397,36.06666666666667,0.0,0.32187730968218775
2020-03-09,4000.0,4013.0,1308.0,13.0,380.0,381.235,0.095,92.0,18.400000000000002,53.50666666666667,0.0,0.32585949177877427
2020-03-10,5823.0,5839.0,1826.0,16.0,553.1850000000001,554.705,0.095,133.929,26.785800000000002,77.85333333333334,0.0,0.31267123287671234
2020-03-11,8539.0,8559.0,2720.0,20.0,811.205,813.105,0.095,196.397,39.2794,114.12,0.0,0.3177570093457944
2020-03-12,12735.0,12762.0,4203.0,27.0,1209.825,1212.39,0.095,292.905,58.580999999999996,170.16,0.0,0.329311290448954
2020-03-13,18951.0,18988.0,6226.0,37.0,1800.345,1803.8600000000001,0.095,435.873,87.1746,253.17333333333335,4.285714285714286,0.32787403233450946
2020-03-14,28114.0,28174.0,9186.0,60.0,2670.83,2676.53,0.095,646.622,129.3244,375.6533333333333,6.7,0.32603371783496005
2020-03-15,30572.0,30673.0,2499.0,101.0,2904.34,2913.935,0.095,703.156,140.6312,408.97333333333336,4.173913043478261,0.08146964856230032
2020-03-16,33246.0,33398.0,2725.0,152.0,3158.37,3172.81,0.095,764.658,152.9316,445.3066666666667,3.975609756097561,0.0815892691397946
2020-03-17,35916.0,36109.0,2711.0,192.0,3412.02,3430.355,0.095,826.068,165.2136,481.4533333333333,3.5686274509803924,0.07507615618942122
2020-03-18,38714.0,39009.0,2900.0,293.0,3677.83,3705.855,0.095,890.422,178.08440000000002,520.12,3.951219512195122,0.0743399128428608
2020-03-19,41436.0,41878.0,2869.0,440.0,3936.42,3978.41,0.095,953.028,190.6056,558.3733333333333,3.715686274509804,0.06850688889419518
2020-03-20,44075.0,44723.0,2845.0,645.0,4187.125,4248.685,0.095,1013.725,202.745,596.3066666666666,3.761904761904762,0.06361237814149003
2020-03-21,46612.0,47496.0,2773.0,877.0,4428.14,4512.12,0.095,1072.076,214.41520000000003,633.28,3.1310679611650487,0.058382634692717435
2020-03-22,48967.0,50243.0,2747.0,1266.0,4651.865,4773.085,0.095,1126.241,225.2482,669.9066666666666,2.843220338983051,0.054673194809330465
2020-03-23,51215.0,52938.0,2695.0,1709.0,4865.425,5029.11,0.095,1177.945,235.589,705.84,2.813775510204082,0.05090764842554638
2020-03-24,53315.0,55626.0,2688.0,2293.0,5064.925,5284.47,0.095,1226.245,245.249,741.68,2.5413870246085013,0.04832185809049562
2020-03-25,55186.0,58194.0,2568.0,2983.0,5242.67,5528.43,0.095,1269.278,253.8556,775.92,2.238095238095238,0.04412750236274594
2020-03-26,56875.0,60690.0,2496.0,3785.0,5403.125,5765.55,0.095,1308.125,261.625,809.2,1.9096126255380201,0.04112636140449161
2020-03-27,58447.0,63228.0,2538.0,4746.0,5552.465,6006.66,0.095,1344.281,268.8562,843.04,1.8773234200743494,0.04013980926473612
2020-03-28,59838.0,65669.0,2441.0,5791.0,5684.61,6238.555,0.095,1376.274,275.2548,875.5866666666667,1.7536231884057971,0.0371707019948226
2020-03-29,60464.0,67522.0,1853.0,7016.0,5744.08,6414.59,0.095,1390.672,278.1344,900.2933333333333,1.7028571428571428,0.027442501073708218
2020-03-30,60891.0,69294.0,1772.0,8353.0,5784.645,6582.93,0.095,1400.493,280.0986,923.92,1.63080684596577,0.025571830579406884
2020-03-31,61116.0,71030.0,1736.0,9854.0,5806.02,6747.85,0.095,1405.668,281.1336,947.0666666666667,1.6007434944237917,0.02444003322492996
2020-04-01,61065.0,72647.0,1617.0,11515.0,5801.175,6901.465,0.095,1404.495,280.899,968.6266666666667,1.5499669093315684,0.022258011232243146
2020-04-02,60781.0,74128.0,1481.0,13271.0,5774.195,7042.16,0.095,1397.963,279.5926,988.3733333333333,1.4634292565947242,0.019978685804475982
2020-04-03,60211.0,75520.0,1392.0,15225.0,5720.045,7174.4,0.095,1384.853,276.97060000000005,1006.9333333333333,1.3937677053824362,0.01843195932257253
2020-04-04,59523.0,76907.0,1387.0,17291.0,5654.685,7306.165,0.095,1369.029,273.80580000000003,1025.4266666666667,1.370540265035678,0.018034534768814687
2020-04-05,58749.0,78187.0,1280.0,19335.0,5581.155,7427.765,0.095,1351.227,270.2454,1042.4933333333333,1.277590361445783,0.016370798588018622
2020-04-06,57934.0,79480.0,1293.0,21428.0,5503.7300000000005,7550.6,0.095,1332.482,266.4964,1059.7333333333333,1.2035053554040895,0.016268038902379184
2020-04-07,56827.0,80621.0,1141.0,23663.0,5398.5650000000005,7658.995,0.095,1307.021,261.4042,1074.9466666666667,1.1740986717267552,0.014152464587829625
2020-04-08,55660.0,81771.0,1150.0,25972.0,5363.90119047619,7880.1933928571425,0.09636904761904762,1280.18,256.036,1090.28,1.1610320284697508,0.01406349361639681
2020-04-09,54321.0,82806.0,1035.0,28337.0,5309.231071428571,8093.300714285714,0.09773809523809524,1249.383,249.87660000000002,1104.08,1.1260250323694432,0.012498943326047314
2020-04-10,53001.0,83827.0,1021.0,30672.0,5252.777678571429,8307.854464285714,0.09910714285714285,1219.023,243.8046,1117.6933333333334,1.095619208087616,0.012179701293124016
2020-04-11,51581.0,84806.0,979.0,33061.0,5182.662380952381,8520.983809523808,0.10047619047619047,1186.363,237.2726,1130.7466666666667,1.0807347287483982,0.01154385840791444
2020-04-12,49915.0,85732.0,926.0,35648.0,5083.605059523809,8731.395952380952,0.10184523809523809,1148.045,229.60900000000004,1143.0933333333332,1.059191329720717,0.010800975120432038
2020-04-13,48461.0,86593.0,861.0,37956.0,5001.867499999999,8937.634642857141,0.1032142857142857,1114.603,222.92060000000004,1154.5733333333333,1.0177469135802468,0.009942952167586668
2020-04-14,47157.0,87613.0,1020.0,40272.0,4931.836249999999,9162.859583333333,0.10458333333333332,1084.6109999999999,216.92219999999998,1168.1733333333334,0.9386609071274298,0.011641975026822198
2020-04-15,45816.0,88605.0,992.0,42599.0,4854.314285714285,9387.910714285714,0.10595238095238094,1053.768,210.7536,1181.4,0.9530981067125646,0.011195630092770241
2020-04-16,44420.0,89573.0,968.0,44953.0,4767.217857142857,9613.10232142857,0.10732142857142855,1021.66,204.332,1194.3066666666666,0.9412773253321903,0.010806707303458592
2020-04-17,43063.0,90544.0,971.0,47268.0,4680.537976190475,9841.270476190475,0.10869047619047617,990.449,198.0898,1207.2533333333333,0.9293570219966159,0.010723949417416754
2020-04-18,41681.0,91476.0,932.0,49570.0,4587.391011904761,10067.804999999998,0.11005952380952379,958.663,191.73260000000002,1219.68,0.8930412371134021,0.010188353356581435
2020-04-19,40441.0,92430.0,954.0,51755.0,4506.282857142856,10299.342857142856,0.1114285714285714,930.143,186.0286,1232.4,0.8500432152117545,0.010321212580194956
2020-04-20,39199.0,93367.0,937.0,53926.0,4421.553869047618,10531.575297619045,0.11279761904761902,901.577,180.3154,1244.8933333333334,0.850045578851413,0.010035558221232114
2020-04-21,37941.0,94238.0,871.0,56049.0,4331.597499999999,10758.838333333331,0.11416666666666664,872.643,174.5286,1256.5066666666667,0.9068379990821478,0.009242458005708888
2020-04-22,36648.0,95063.0,825.0,58160.0,4234.152857142856,10983.171607142855,0.11553571428571426,842.904,168.5808,1267.5066666666667,0.8318459370596524,0.008678364049482454
2020-04-23,35505.0,95926.0,863.0,60158.0,4150.70357142857,11214.206190476187,0.11690476190476187,816.615,163.323,1279.0133333333333,0.8437204910292729,0.008996424364360399
2020-04-24,34468.0,96819.0,893.0,62082.0,4076.6616666666655,11451.151964285711,0.11827380952380949,792.764,158.55280000000002,1290.92,0.8155533399800599,0.009223300970873786
2020-04-25,33439.0,97660.0,841.0,63944.0,4000.737499999999,11684.321428571426,0.1196428571428571,769.097,153.8194,1302.1333333333334,0.8098445595854922,0.008611421140475728
2020-04-26,32448.0,98447.0,787.0,65716.0,3926.5942857142845,11913.258988095235,0.12101190476190472,746.304,149.2608,1312.6266666666668,0.7748663101604278,0.007994067934340971
2020-04-27,31514.0,99288.0,841.0,67487.0,3856.7133333333322,12150.959999999995,0.12238095238095234,724.822,144.9644,1323.84,0.7671541057367829,0.008470223287574656
2020-04-28,30643.0,100126.0,838.0,69190.0,3792.0712499999986,12390.592499999995,0.12374999999999996,704.789,140.9578,1335.0133333333333,0.7954929577464789,0.008369370898958324
2020-04-29,29920.0,100961.0,835.0,70742.0,3743.5619047619034,12632.144166666661,0.12511904761904757,688.16,137.632,1346.1466666666668,0.7881802223522528,0.008270438382757869
2020-04-30,29225.0,101788.0,827.0,72256.0,3696.6145833333317,12874.970238095231,0.12648809523809518,672.175,134.435,1357.1733333333334,0.7824133504492939,0.008124650011297882
2020-05-01,28496.0,102591.0,803.0,73782.0,3643.4171428571412,13116.992142857138,0.1278571428571428,655.408,131.0816,1367.88,0.8035479632063075,0.007827121023081722
2020-05-02,27863.0,103400.0,809.0,75218.0,3600.629345238094,13361.988095238092,0.12922619047619044,640.8489999999999,128.16979999999998,1378.6666666666667,0.8315926892950392,0.007823908859682208
2020-05-03,27205.0,104218.0,818.0,76686.0,3552.843452380951,13610.374523809518,0.13059523809523804,625.715,125.14300000000001,1389.5733333333333,0.789875173370319,0.00784885673437665
2020-05-04,26672.0,105059.0,841.0,78056.0,3519.751428571427,13864.035892857135,0.13196428571428565,613.456,122.69120000000001,1400.7866666666666,0.8204607046070461,0.008004949552636588
2020-05-05,26153.0,105886.0,827.0,79399.0,3487.0666666666666,14118.133333333333,0.13333333333333333,601.519,120.30380000000001,1411.8133333333333,0.8289665211062591,0.007810212773994919
2020-05-06,25628.0,106651.0,765.0,80683.0,3417.0666666666666,14220.133333333333,0.13333333333333333,589.444,117.8888,1422.0133333333333,0.8187221396731055,0.0071728612684244086
2020-05-07,25203.0,107429.0,778.0,81879.0,3360.4,14323.866666666667,0.13333333333333333,579.669,115.9338,1432.3866666666668,0.8348837209302326,0.007241924974401936
2020-05-08,24824.0,108232.0,803.0,83049.0,3309.866666666667,14430.933333333332,0.13333333333333333,570.952,114.19040000000001,1443.0933333333332,0.8428927680798005,0.007419178993467796
2020-05-09,24409.0,108975.0,743.0,84204.0,3254.5333333333333,14530.0,0.13333333333333333,561.407,112.28140000000002,1453.0,0.8781725888324873,0.006818014975774483
2020-05-10,24063.0,109768.0,793.0,85339.0,3208.4,14635.733333333334,0.13333333333333333,553.449,110.68979999999999,1463.5733333333333,0.8151986183074266,0.007224261858994798
2020-05-11,23733.0,110551.0,783.0,86451.0,3164.4,14740.133333333333,0.13333333333333333,545.859,109.17180000000002,1474.0133333333333,0.8147497805092186,0.007082639843693466
2020-05-12,23351.0,111303.0,752.0,87580.0,3113.4666666666667,14840.4,0.13333333333333333,537.073,107.41460000000001,1484.04,0.8814016172506739,0.0067562711133472295
2020-05-13,23023.0,112113.0,810.0,88708.0,3069.733333333333,14948.4,0.13333333333333333,529.529,105.9058,1494.84,0.8871252204585538,0.007224789053998608
2020-05-14,22849.0,112967.0,854.0,89731.0,3046.5333333333333,15062.266666666666,0.13333333333333333,525.527,105.10540000000002,1506.2266666666667,0.8576449912126538,0.007559662913391403
2020-05-15,22664.0,113778.0,811.0,90725.0,3021.866666666667,15170.4,0.13333333333333333,521.2719999999999,104.25439999999999,1517.04,0.8317120622568094,0.007127853118765326
2020-05-16,22466.0,114569.0,791.0,91710.0,2995.4666666666667,15275.866666666667,0.13333333333333333,516.718,103.3436,1527.5866666666666,0.9036144578313253,0.006904076110674696
2020-05-17,22234.0,115325.0,756.0,92697.0,2964.5333333333333,15376.666666666666,0.13333333333333333,511.382,102.27640000000001,1537.6666666666667,0.8594539939332659,0.006555330107694709
2020-05-18,21984.0,116046.0,721.0,93664.0,2931.2,15472.8,0.13333333333333333,505.632,101.1264,1547.28,0.9119433198380567,0.00621299990521082
2020-05-19,21775.0,116808.0,762.0,94632.0,2903.3333333333335,15574.4,0.13333333333333333,500.825,100.165,1557.44,0.8650875386199794,0.0065234699381040845
2020-05-20,21609.0,117569.0,761.0,95554.0,2881.2,15675.866666666667,0.13333333333333333,497.007,99.40140000000001,1567.5866666666666,0.9639546858908342,0.006472739644467126
2020-05-21,21591.0,118406.0,837.0,96406.0,2878.8,15787.466666666667,0.13333333333333333,496.593,99.3186,1578.7466666666667,0.9676375404530745,0.007068838835541818
2020-05-22,21524.0,119190.0,784.0,97252.0,2869.866666666667,15892.0,0.13333333333333333,495.05199999999996,99.0104,1589.2,0.9415204678362573,0.006577677844803719
2020-05-23,21398.0,119999.0,809.0,98183.0,2853.0666666666666,15999.866666666667,0.13333333333333333,492.154,98.4308,1599.9866666666667,0.8601645123384254,0.006741666666666667
2020-05-24,21317.0,120772.0,773.0,99033.0,2842.2666666666664,16102.933333333332,0.13333333333333333,490.291,98.0582,1610.2933333333333,0.9112299465240642,0.006400437183807639
2020-05-25,21262.0,121597.0,825.0,99910.0,2834.9333333333334,16212.933333333332,0.13333333333333333,489.026,97.80520000000001,1621.2933333333333,0.892271662763466,0.006784651063339858
2020-05-26,21224.0,122415.0,818.0,100763.0,2829.866666666667,16322.0,0.13333333333333333,488.152,97.63040000000001,1632.2,0.9329545454545455,0.006682133054502679
2020-05-27,21119.0,123169.0,754.0,101617.0,2815.866666666667,16422.533333333333,0.13333333333333333,485.73699999999997,97.1474,1642.2533333333333,1.0654205607476634,0.006121620524478363
2020-05-28,21148.0,123992.0,823.0,102411.0,2819.733333333333,16532.266666666666,0.13333333333333333,486.404,97.2808,1653.2266666666667,0.9522700814901047,0.006637471470163638
2020-05-29,21086.0,124766.0,774.0,103245.0,2811.4666666666667,16635.466666666667,0.13333333333333333,484.978,96.99560000000001,1663.5466666666666,0.9911838790931989,0.006203563442256366
2020-05-30,21058.0,125561.0,795.0,104064.0,2807.733333333333,16741.466666666667,0.13333333333333333,484.334,96.86680000000001,1674.1466666666668,0.9688995215311005,0.006331533425717972
2020-05-31,21084.0,126417.0,856.0,104890.0,2811.2,16855.6,0.13333333333333333,484.932,96.9864,1685.56,0.9428918590522479,0.006771187647328703
2020-06-01,21082.0,127222.0,805.0,105693.0,2810.9333333333334,16962.933333333334,0.13333333333333333,484.88599999999997,96.9772,1696.2933333333333,1.002409638554217,0.006327472233794204
2020-06-02,21049.0,128063.0,841.0,106563.0,2806.5333333333333,17075.066666666666,0.13333333333333333,484.127,96.8254,1707.5066666666667,0.9789343246592317,0.006567028985507246
2020-06-03,21093.0,128918.0,855.0,107372.0,2812.4,17189.066666666666,0.13333333333333333,485.139,97.02780000000001,1718.9066666666668,0.9977116704805492,0.006632071300584088
2020-06-04,21267.0,129845.0,927.0,108118.0,2835.6,17312.666666666668,0.13333333333333333,489.141,97.82820000000001,1731.2666666666667,0.8976572133168927,0.007139226468277806
2020-06-05,21305.0,130689.0,844.0,108922.0,2840.6666666666665,17425.2,0.13333333333333333,490.015,98.003,1742.52,0.9800796812749004,0.006458030453745505
2020-06-06,21375.0,131591.0,902.0,109751.0,2850.0,17545.466666666667,0.13333333333333333,491.625,98.325,1754.5466666666666,0.9540942928039702,0.006854520031612864
2020-06-07,21509.0,132563.0,972.0,110588.0,2867.866666666667,17675.066666666666,0.13333333333333333,494.707,98.9414,1767.5066666666667,0.9603365384615384,0.007332307413777496
2020-06-08,21600.0,133458.0,895.0,111388.0,2880.0,17794.4,0.13333333333333333,496.8,99.36000000000001,1779.44,1.0119331742243436,0.006706179425891098
2020-06-09,21750.0,134384.0,926.0,112161.0,2900.0,17917.866666666665,0.13333333333333333,500.25,100.05000000000001,1791.7866666666666,1.0808457711442787,0.006890649998139673
2020-06-10,21909.0,135356.0,972.0,112972.0,2921.2,18047.466666666667,0.13333333333333333,503.907,100.7814,1804.7466666666667,0.9329896907216495,0.007181010217425032
2020-06-11,22017.0,136288.0,932.0,113794.0,2935.6,18171.733333333334,0.13333333333333333,506.391,101.27820000000001,1817.1733333333334,0.97539975399754,0.00683840955616374
2020-06-12,22125.0,137211.0,923.0,114606.0,2950.0,18294.8,0.13333333333333333,508.875,101.775,1829.48,1.0024271844660195,0.006726816896481357
2020-06-13,22231.0,138102.0,891.0,115389.0,2964.133333333333,18413.6,0.13333333333333333,511.313,102.2626,1841.36,0.9791411042944785,0.0064517063351266805
2020-06-14,22423.0,139096.0,994.0,116191.0,2989.733333333333,18546.13333333333,0.13333333333333333,515.729,103.14580000000001,1854.6133333333332,1.0165605095541401,0.007146092295304715
2020-06-15,22522.0,140018.0,922.0,117012.0,3002.9333333333334,18669.066666666666,0.13333333333333333,518.006,103.6012,1866.9066666666668,1.0423940149625934,0.006584820631485727
2020-06-16,22651.0,140964.0,946.0,117825.0,3020.133333333333,18795.2,0.13333333333333333,520.973,104.1946,1879.52,1.023086269744836,0.006710885680842762
2020-06-17,22856.0,141962.0,998.0,118617.0,3047.4666666666667,18928.266666666666,0.13333333333333333,525.688,105.1376,1892.8266666666666,0.9657282741738066,0.007030000774849785
2020-06-18,23048.0,142960.0,998.0,119418.0,3073.0666666666666,19061.333333333332,0.13333333333333333,530.104,106.02080000000001,1906.1333333333334,1.0353089533417403,0.006980924867621239
2020-06-19,23313.0,144058.0,1098.0,120242.0,3108.4,19207.733333333334,0.13333333333333333,536.199,107.2398,1920.7733333333333,1.0062034739454093,0.007621877147557598
2020-06-20,23584.0,145126.0,1068.0,121039.0,3144.5333333333333,19350.13333333333,0.13333333333333333,542.432,108.4864,1935.0133333333333,1.0516206482593038,0.007359071709606069
2020-06-21,23737.0,146161.0,1035.0,121915.0,3164.9333333333334,19488.13333333333,0.13333333333333333,545.951,109.1902,1948.8133333333333,1.055207026348808,0.007081183891846034
2020-06-22,23979.0,147251.0,1090.0,122756.0,3197.2,19633.466666666667,0.13333333333333333,551.5169999999999,110.3034,1963.3466666666666,1.1020408163265305,0.007402276369760682
2020-06-23,24126.0,148312.0,1061.0,123663.0,3216.8,19774.933333333334,0.13333333333333333,554.898,110.9796,1977.4933333333333,0.9740566037735849,0.007153789620599677
2020-06-24,24414.0,149444.0,1132.0,124504.0,3255.2,19925.866666666665,0.13333333333333333,561.5219999999999,112.30439999999999,1992.5866666666666,1.0667396061269148,0.007574693030880926
2020-06-25,24768.0,150598.0,1154.0,125301.0,3302.4,20079.733333333334,0.13333333333333333,569.664,113.9328,2007.9733333333334,0.9928909952606635,0.007662733484286084
2020-06-26,25087.0,151743.0,1145.0,126125.0,3344.9333333333334,20232.4,0.13333333333333333,577.001,115.4002,2023.24,1.03125,0.007545603121045972
2020-06-27,25395.0,152903.0,1160.0,126974.0,3386.0,20387.066666666666,0.13333333333333333,584.085,116.81700000000001,2038.7066666666667,1.0605326876513317,0.007586459477842306
2020-06-28,25619.0,154034.0,1131.0,127877.0,3415.866666666667,20537.866666666665,0.13333333333333333,589.237,117.8474,2053.786666666667,1.0974178403755868,0.007342487097088324
2020-06-29,25988.0,155280.0,1246.0,128749.0,3465.0666666666666,20704.0,0.13333333333333333,597.724,119.54480000000001,2070.4,1.0452039691289967,0.008024162647072083
2020-06-30,26311.0,156511.0,1231.0,129656.0,3508.133333333333,20868.13333333333,0.13333333333333333,605.153,121.0306,2086.8133333333335,1.047890535917902,0.007865211613167042
2020-07-01,26773.0,157855.0,1344.0,130536.0,3569.733333333333,21047.333333333332,0.13333333333333333,615.779,123.1558,2104.733333333333,1.0495594713656389,0.008514088789783093
2020-07-02,27197.0,159178.0,1323.0,131429.0,3626.2666666666664,21223.733333333334,0.13333333333333333,625.531,125.1062,2122.3733333333334,1.0351473922902494,0.008311397860270513
2020-07-03,27754.0,160603.0,1425.0,132294.0,3700.5333333333333,21413.733333333334,0.13333333333333333,638.342,127.6684,2141.3733333333334,1.1379310344827587,0.00887275534855919
2020-07-04,28248.0,161983.0,1380.0,133177.0,3766.4,21597.733333333334,0.13333333333333333,649.704,129.9408,2159.7733333333335,1.0495391705069124,0.00851935993678388
2020-07-05,28737.0,163409.0,1426.0,134112.0,3831.6,21787.866666666665,0.13333333333333333,660.951,132.1902,2178.786666666667,1.154627539503386,0.008726516125084145
2020-07-06,29171.0,164799.0,1390.0,135066.0,3889.4666666666667,21973.2,0.13333333333333333,670.933,134.1866,2197.32,1.040554962646745,0.008434466019417476
2020-07-07,29657.0,166257.0,1458.0,136036.0,3954.2666666666664,22167.6,0.13333333333333333,682.111,136.4222,2216.76,1.0805439330543933,0.008769502820916888
2020-07-08,30247.0,167784.0,1527.0,136971.0,4032.9333333333334,22371.2,0.13333333333333333,695.681,139.1362,2237.12,1.0864197530864197,0.009100932741305837
2020-07-09,30818.0,169342.0,1558.0,137955.0,4109.066666666667,22578.933333333334,0.13333333333333333,708.814,141.7628,2257.8933333333334,1.0533617929562433,0.009200262189756885
2020-07-10,31313.0,170843.0,1501.0,138960.0,4175.066666666667,22779.066666666666,0.13333333333333333,720.199,144.03979999999999,2277.9066666666668,1.070921985815603,0.00878579288707827
2020-07-11,31934.0,172438.0,1595.0,139931.0,4257.866666666667,22991.733333333334,0.13333333333333333,734.482,146.8964,2299.173333333333,1.0427435387673956,0.00924964770150604
2020-07-12,32522.0,174040.0,1602.0,140939.0,4336.266666666666,23205.333333333332,0.13333333333333333,748.006,149.6012,2320.5333333333333,1.1611909650924024,0.00920472762165237
2020-07-13,33234.0,175752.0,1712.0,141932.0,4431.2,23433.6,0.13333333333333333,764.382,152.8764,2343.36,1.129191321499014,0.009740943255591654
2020-07-14,33870.0,177436.0,1684.0,142974.0,4516.0,23658.13333333333,0.13333333333333333,779.01,155.80200000000002,2365.8133333333335,1.144,0.009490692471130598
2020-07-15,34390.0,179022.0,1586.0,144037.0,4585.333333333333,23869.6,0.13333333333333333,790.97,158.19400000000002,2386.96,1.0620229007633588,0.008859196862972913
2020-07-16,35012.0,180762.0,1740.0,145151.0,4668.266666666666,24101.6,0.13333333333333333,805.276,161.0552,2410.16,1.0806754221388368,0.009625863699982851
2020-07-17,35646.0,182533.0,1771.0,146285.0,4752.8,24337.733333333334,0.13333333333333333,819.858,163.9716,2433.7733333333335,1.0912343470483006,0.0097023020368808
2020-07-18,36328.0,184347.0,1814.0,147411.0,4843.733333333334,24579.6,0.13333333333333333,835.544,167.1088,2457.96,1.108179419525066,0.00984008505652353
2020-07-19,37095.0,186277.0,1930.0,148572.0,4946.0,24836.933333333334,0.13333333333333333,853.185,170.637,2483.693333333333,1.2208480565371025,0.010360858501809124
2020-07-20,37812.0,188183.0,1906.0,149754.0,5041.6,25091.066666666666,0.13333333333333333,869.6759999999999,173.9352,2509.1066666666666,1.1332760103181427,0.010128384984908388
2020-07-21,38537.0,190077.0,1894.0,150915.0,5138.266666666666,25343.6,0.13333333333333333,886.351,177.27020000000002,2534.36,1.1244743481917578,0.009964330432769706
2020-07-22,39336.0,192053.0,1976.0,152088.0,5244.8,25607.066666666666,0.13333333333333333,904.728,180.9456,2560.7066666666665,1.0453378956372967,0.010288772949274683
2020-07-23,40003.0,193923.0,1870.0,153287.0,5333.733333333334,25856.4,0.13333333333333333,920.069,184.0138,2585.64,1.1605777400169923,0.009642952909387183
2020-07-24,40782.0,195912.0,1989.0,154493.0,5437.6,26121.6,0.13333333333333333,937.986,187.59720000000002,2612.16,1.1288445552784705,0.010152465635256467
2020-07-25,41514.0,197940.0,2028.0,155783.0,5535.2,26392.0,0.13333333333333333,954.822,190.9644,2639.2,1.056198347107438,0.010245477187646825
2020-07-26,42298.0,200057.0,2117.0,157112.0,5639.733333333334,26674.266666666666,0.13333333333333333,972.8539999999999,194.5708,2667.4266666666667,1.087962962962963,0.010581931239940418
2020-07-27,43097.0,202115.0,2058.0,158367.0,5746.266666666666,26948.666666666668,0.13333333333333333,991.231,198.24620000000002,2694.866666666667,1.1147786946736684,0.010182271566823012
2020-07-28,43886.0,204251.0,2136.0,159710.0,5851.466666666666,27233.466666666667,0.13333333333333333,1009.3779999999999,201.8756,2723.346666666667,1.061953931691819,0.010457669937136479
2020-07-29,44666.0,206398.0,2147.0,161068.0,5955.466666666666,27519.733333333334,0.13333333333333333,1027.318,205.4636,2751.9733333333334,1.1284335560504826,0.01040218218111522
2020-07-30,45425.0,208578.0,2180.0,162485.0,6056.666666666667,27810.399999999998,0.13333333333333333,1044.775,208.95500000000004,2781.04,1.1441111923920995,0.010451675384386731
